Text,Title
 بازی‌های پارالمپیک توکیو ۲۰۲۰ رکورد حضور ورزشکاران در تاریخ این بازی‌ها را شکست.  ,sport
 باشگاه استقلال اعلام کرد که به دلیل شیوع ویروس کرونا، تمرینات این تیم پشت درهای بسته برگزار خواهد شد.  ,sport
 سرپرست تیم ملی فوتبال ایران گفت: در غیاب دراگان اسکوچیچ و وحید هاشمیان، تمرینات زیر نظر کریم باقری و ماریو توت برگزار خواهد شد و مشکلی در این زمینه وجود ندارد.  ,sport
 مهاجم فصل گذشته تیم فوتبال پرسپولیس به صورت رسمی به تیم سپاهان اصفهان پیوست.  ,sport
 شانزدهمین دوره بازی‌های پارالمپیک توکیو از روز گذشته آغاز شد و قرار است ۱۳۰ هزار دانش آموز ژاپنی در قالب تماشاچی در سالن‌های ورزشی حضور یابند. در حالیکه بازی‌های…  ,sport
 کنفدراسیون فوتبال آسیا در گزارشی به بررسی راه تیم ملی ایران تا جام‌جهانی قطر پرداخت و سه ستاره کشورمان در این مسیر را معرفی کرد و نوشت: ایران مجموعه‌ای دارد…  ,sport
 دروازه‌بان تیم فوتبال پرسپولیس، گفت: مشکلی بین من و مسوولان باشگاه وجود ندارد و عصر امروز (چهارشنبه) در تمرین حاضر می‌شوم.  ,sport
 استرالیا ۲ مدال طلای اول بازی‌های پارالمپیک توکیو را به دست آورد. بریتانیا و هلند هم طلاهای بعدی را صید کردند.  ,sport
 بازیکنان تیم فوتبال پرسپولیس، امروز (چهارشنبه) تمرینات بدنسازی را در دستور کار داشتند.  ,sport
 دروازه بان تیم فوتبال نساجی با دفاع راست سپاهان معاوضه شد.  ,sport
 نمایشگاه فرش دستبافت ورزشی ایران روز چهارشنبه و با حضور «محمود خسروی وفا» رییس کمیته پارالمپیک، «هادی رضایی» سرپرست کاروان و «مرتضی رحمانی موحد» سفیر کشورمان…  ,sport
 رییس دانشگاه علوم ورزشی ژاپن، گفت: مشتاق ورزش زورخانه‌ای هستم و امیدوارم آئین آن در توکیو به اجرا درآید.  ,sport
    مجلستهران-ایرنا- عضو کمیسیون کشاورزی مجلس شورای اسلامی گفت: آقای سجادی از بدنه وزارت ورزش است و با برنامه‌هایی که دارد حوزه ورزش و جوانان را متحول می‌کند.  ,sport
 فدراسیون فوتبال شرایط مورد نظرش برای استخدام بازیکنان و مربیان خارجی در باشگاه‌های ایرانی اعلام کرد.  ,sport
 «پپ گواردیولا» سرمربی منچسترسیتی انگلیس خواهان جذب «کریستیانو رونالدو» شده و مذاکرات برای جذب ستاره پرتغالی آغاز شده است.  ,sport
 پیشکسوت تیم فوتبال پرسپولیس به عنوان عضو کمیته فنی باشگاه آلومینیوم اراک انتخاب شد.  ,sport
 دبیر فدراسیون تنیس روی میز که چند روز پیش کناره‌گیری کرده بود به سمت خود برگشت.  ,sport
 اردوی تیم ملی تنیس روی میز ایران به دلیل ابتلای یکی از بازیکنان به کرونا تعطیل شد.  ,sport
 دراگان اسکوچیچ سرمربی تیم ملی فوتبال ایران اسامی ۲۲ بازیکن را برای حضور در اردو اعلام کرد.  ,sport
 رییس هیات کوهنوردی ارتش جمهوری اسلامی ایران گفت: صعود به قله دماوند با موفقیت انجام شد و هر ۱۲۰ نفر با موفقیت صعود کردند و برگشتند؛ این حاصل آموزش‌های چندین…  ,sport
 مدیرکل ورزش و جوانان خراسان جنوبی گفت: در پاسخ به خواسته مردمی، موضوع حرکت غیراخلاقی گزارشگر بازی تیم‌های فوتبال پیام وحدت بیرجند و خلیج فارس بندر ماهشهر…  ,sport
 فدراسیون والیبال ایران میزبانی مسابقات والیبال قهرمانی نوجوانان و بزرگسالان آسیا را بر عهده گرفت.  ,sport
 سرمربی بسکتبال با ویلچر با اشاره به دیدارهای سخت این تیم در پارالمپیک توکیو گفت: تیم ایران در حالی باید نخستین دیدار خود را برابر استرالیا برگزار کند که مؤثرترین…  ,sport
 پیشکسوت استقلال گفت: شرایط نقل و انتقالات به گونه‌ای است که باید صبوری پیشه کرد؛ امیدوارم استقلال با اقدام زیرپوستی و هوشمندانه و بعد از نهایی شدن انتقال،…  ,sport
 در فصل جدید فوتبال ایران شاهد بقای سرمربیان بیشتری روی نیمکت‌ تیم‌های قبلی‌شان در مقایسه با فصل قبل خواهیم بود.  ,sport
 کمیته فنی فدراسیون کاراته، تصمیم به قطع همکاری با سمانه خوش‌قدم سرمربی تیم بانوان گرفت. همچنین قرارداد شهرام هروی سرمربی تیم مردان تمدید شد.  ,sport
 تیم والیبال نوجوانان ایتالیا و مدافع عنوان قهرمانی جهان، در نخستین روز مسابقات زیر ۱۹ سال جهان به پیروزی رسید.  ,sport
 چهار بازیکن مد نظر فرهاد مجیدی برای حضور در استقلال مشخص شدند و این نفرات به زودی با حضور در باشگاه آبی‌پوش می‌شوند.  ,sport
 قرارداد کمال کامیابی‌نیا هافبک پرسپولیس برای سه فصل دیگر تمدید شد.  ,sport
 سرمربی تیم فوتبال استقلال گفت: با جرات می‌توانم بگویم مهدی قایدی قلب من بود و از استقلال جدا شد و در داستان قایدی نمی‌خواستم خودخواه باشم.  ,sport
 رئیس فدراسیون هندبال گفت: باید به ظرفیت و پتانسیل خود و تیم ملی باور داشته باشیم و در خود ببینیم که می توانیم روی سکوی آسیایی بایستیم.   ,sport
 اولین جلسه تمرین تیم فوتبال استقلال برای بازی با الهلال عربستان در مرحله حذفی لیگ قهرمانان آسیا زیر نظر «فرهاد مجیدی» در مجموعه ورزشی انقلاب برگزار شد.  ,sport
 «فرشاد احمدزاده» هافبک فصل پیش فولاد خوزستان به تیم فوتبال سپاهان پیوست.  ,sport
 در دومین روز از شهریورماه ۱۴۰۰ با بسته خبر ورزشی ایرنا همراه باشید.  ,sport
    فارسشیراز-ایرنا، دبیرکل یونگ مودو ایران اعلام کرد:استان فارس بعنوان مرکز پایش و تدارکات تیم منتخب به منظور حضور در رقابت های یونگ مودو معرفی شد و به همین منظور در حال تدارک برگزاری…  ,sport
 مشاور پزشکی رییس فدراسیون فوتبال گفت: سیاست فدراسیون و شخص شهاب الدین عزیزی خادم، ورود تماشاگران به ورزشگاه‌های فوتبال بوده و این اقدام با توجه به محدودیتی که…  ,sport
 تیم ملی فوتبال ایران پس از یک سال و ۱۰ ماه و ۲۳ روز دوباره در دیداری رسمی در ورزشگاه آزادی به میدان می‌رود.  ,sport
 فدراسیون جهانی فوتبال(فیفا) از رییس فدراسیون فوتبال ایران برای حضور در فینال جام جهانی فوتسال ۲۰۲۱ لیتوانی دعوت کرد.  ,sport
 با اعلام باشگاه سانتاکلارا محمد محبی به عنوان بخشی از توافق باشگاه سپاهان با باشگاه سانتاکلارا برای دریافت رضایت‌نامه شهریار مغانلو، با این تیم پرتغالی قرارداد…  ,sport
 مدیر روابط عمومی فدراسیون فوتبال از لغو قانون منع جذب بازیکن خارجی در فصل آتی مسابقات لیگ برتر خبر داد.  ,sport
 حساب کاربری مجازی کمیته بین‌المللی پارالمپیک در افتتاحیه این دوره از بازی‌ها نسبت به حضور «مرتضی مهرزاد» بلند قامت ترین پارالمپین توکیو ۲۰۲۰، واکنش نشان داد.  ,sport
 دستورالعمل جذب بازیکنان و مربیان خارجی از سوی سازمان لیگ فوتبال ایران به باشگاه‌ها ابلاغ شد.  ,sport
 مدیرعامل باشگاه استقلال در نامه‌ای به سرپرست سازمان لیگ خواستار رفع موانع برای جذب بازیکن و مربی خارجی توسط این باشگاه شد.  ,sport
    رادیو و تلویزیونتهران-ایرنا- ویژه‌برنامه پارالمپیک شبکه ورزش همزمان با افتتاحیه مسابقات آغاز می شود.  ,sport
 رییس فدراسیون فوتبال گفت: بازی چهارم تیم ملی مقابل کره جنوبی است و احتمالا بتوانیم از کسانی که کاملا واکسینه شده‌اند، با کارت ویژه در ورزشگاه آزادی استقبال کنیم.…  ,sport
 تارنمای فدراسیون جهانی فوتبال(فیفا) از زمان برگزاری دیدار تیم‌های ایران و سوریه رونمایی کرد.  ,sport
 مراسم افتتاحیه شانزدهمین دوره بازی‌های پارالمپیک با شعار «ما پرواز می‌کنیم» در ورزشگاه المپیک شهر توکیو آغاز شد و کاروان ایران در کنار سایر کشورها در مراسم رژه…  ,sport
 باشگاه استقلال اعلام کرد که قرارداد جدید «گابریله پین» مربی ایتالیایی برای وی ارسال شد؛ حال باید دید که وی سرانجام به کادر فنی این تیم اضافه شود یا خیر؟  ,sport
 مدافع جدید تیم فوتبال پرسپولیس، گفت: امیدوارم سرباز خوبی برای پرسپولیس و هوادارانش باشم و جواب اعتماد کادر فنی را بدهم.  ,sport
 تیم فوتبال آلومینیوم اراک که فصل گذشته توانست بعد از ۱۷ سال حضور در لیگ دسته یک کشور به لیگ برتر صعود کند، با مشکلاتی دست و پنجه نرم می‌کند و اکنون خبر لغو…  ,sport
 ملی‌پوشان مچ اندازی ایران به مقام سوم رقابت‌های قهرمانی آسیا در قزاقستان دست یافتند.  ,sport
 «علی نعمتی» مدافع فصل قبل تیم پدیده مشهد به پرسپولیس پیوست.  ,sport
 رییس فدراسیون فوتبال گفت: به لطف خدا و با دعای خیر مردم اتفاق مهمی بعد از سال‌ها رخ داد و میزبان نخستین دیدار در دور نهایی انتخابی جام جهانی ۲۰۲۲ مقابل سوریه…  ,sport
" ""سید حمید سجادی هزاوه "" وزیر پیشنهادی برای اداره وزارت ورزش و جوانان در دولت سیزدهم است، گزینه‌ای که به واسطه انتخابش از بدنه ورزش و بهره مندی اش از تخصص…  ",sport
 مدیرکل ورزش و جوانان استان همدان گفت: سطح ارتفاع همدان بهترین موقعیت برای آماده‌سازی ورزشکاران برای موفقیت در کسب سهمیه المپیک ۲۰۲۴ است.  ,sport
 دو دروازه‌بان سرشناس استقلال در فضای مجازی رفتارهای عجیبی را از خود نشان می‌دهند و همین مساله باعث شده تا هواداران این تیم گیج شوند.  ,sport
 مراسم افتتاحیه بزرگترین جشنواره ورزشی معلولان جهان در حالی تا ساعت دیگر آغاز می‌شود که ورزشگاه ملی المپیک توکیو خالی از تماشاگر است.  ,sport
 وکیل رشید مظاهری گفت: مددی رک و راست گفت «بروید به سلامت و قرارداد را فسخ کنید.»  ,sport
 محدودیت‌های کرونایی باعث لغو شدن دور نخست رقابت‌های انتخابی تیم ملی بوکس شد.  ,sport
 سرپرست هیات ورزش‌های همگانی استان همدان گفت: جامعه ورزش استان در پویش نذر اهدای خون که با برنامه ریزی و همت ابن هیات برگزار می شود، فعالانه شرکت کنند.  ,sport
 فدراسیون والیبال برای در اختیار گرفتن پشت خط زن جوان تیم ملی با مشکل روبرو شده است.  ,sport
 مدیرعامل باشگاه استقلال تهران، گفت: مذاکره با جواد نکونام ساخته برخی ذهن‌های بیماری است که در پی ایجاد حاشیه هستند.  ,sport
 گل مهاجم فصل گذشته پرسپولیس به الریان قطر در جمع برترین گل‌های لیگ قهرمانان آسیا قرار گرفت.  ,sport
 سرمربی تیم ملی فوتسال ایران، گفت: مهمترین دیدار ما در جام‌جهانی با صربستان است که نتیجه آن برای صعود تعیین کننده خواهد بود.  ,sport
 پس از هشت سال دوباره شاهد حضور بازیکنان ایرانی در فوتبال امارات خواهیم بود و باید ببینیم بازهم مانند اکثر ستاره‌های پیشین، بازیکنان کنونی نیز با افتی فاحش روبرو…  ,sport
 برگزارکنندگان بازی‌های ملی چین از صدور مجوز حضور تماشاگران برای رویدادهای داخلی در سال ۲۰۲۲ خبر دادند.  ,sport
 «محسن ذکریا» سرمربی تیم جودوی امید ایران، اسامی نفرات دعوت شده به دومین اردوی آماده‌سازی این تیم را اعلام کرد.  ,sport
 باشگاه استقلال تهران وجود اختلاف میان کادر فنی و مدیریت این باشگاه را تکذیب کرد.  ,sport
 هافبک تیم ملی ایران ممکن است کمی دیر به ترکیب اصلی تیم جدیدش شباب‌الاهلی راه پیدا کند.  ,sport
 یک رسانه اماراتی با دادن لقب نیمار ایرانی به «مهدی قایدی»، به پیوستن این بازیکن به تیم شباب الاهلی واکنش نشان داد.  ,sport
 «عبدالله ویسی» سرمربی رامهرمزی فوتبال ایران به عنوان سرمربی تیم فولادخوزستان در لیگ بیست و یکم انتخاب و جایگزین «جواد نکونام» شد.  ,sport
 تاکنون ۱۴ تیم برای حضور در لیگ برتر کشتی آزاد و فرنگی باشگاه‌های کشور جام یادگار امام (ره) اعلام آمادگی کرده‌اند.  ,sport
 رقابت‌های انتخابی درون اردویی وزن‌های ۷۴، ۹۲ و ۹۷ کیلوگرم تیم ملی کشتی آزاد روز جمعه (۵ شهریور) در محل خانه کشتی شهید «مصطفی صدرزاده» برگزار می‌شود.  ,sport
"    اصفهاناصفهان-ایرنا-مدیر روابط عمومی باشگاه ذوب آهن اصفهان گفت: عارف رستمی و مرتضی خراسانی مهاجم فصل گذشته تیم فوتبال ""خیبرخرم آباد"" و ""بادران تهران"" به تیم فوتبال ذوب آهن اصفهان…  ",sport
 سرمربی تیم ملی کشتی آزاد بزرگسالان گفت: افرادی در جایگاه کادر فنی قرار می‌گیرند که در وزن‌های مختلف قابلیت زیر و رو شدن با ملی‌پوشان را داشته باشند تا برخی زوایای…  ,sport
 مسابقات والیبال قهرمانی زیر ۱۹ سال جهان به میزبانی تهران آغاز شد. ۱۸ تیم برتر جهان در این مسابقات شرکت می‌کنند.  ,sport
 جمع زیادی از قهرمانان المپیک و جهان، خبرگان و پیشکسوتان ورزش کشور با تهیه بیانیه‌ای از نمایندگان مجلس درخواست کردند تا به انتظار جامعه بزرگ ورزش پایان دهند…  ,sport
 «ابراهیم شکوری» معاون اجرایی و سخنگوی باشگاه پرسپولیس به دلیل طی کردن دوران سربازی، از سمت خود استعفا کرد.  ,sport
 پیشکسوت استقلال با اشاره به شرایط این روزهای آبی‌پوشان گفت: استقلال در نقل و انتقالات، ورودی و خروجی‌هایی داشته، اما باید چند مهره کلیدی بگیرد تا بتواند به…  ,sport
 رییس فدراسیون ورزش نابینایان و کم‌بینایان گفت: در این دوره هشت ورزشکار نابینا و کم‌بینا در کاروان ایران حضور دارند که می‌توانند نقش مهمی در ارتقا جایگاه ایران…  ,sport
 مدیرکل ورزش و جوانان خراسان رضوی گفت: پس از برگزاری جلسات مشترک با مدیریت جدید باشگاه و نماینده آقای حمیداوی، مجموعه شهرخودرو اعلام کرده که به صورت جدی پای کار…  ,sport
 پیشکسوت تیم فوتبال پرسپولیس گفت: شرایط سرخپوشان برای لیگ ایران خوب است اما برای آسیا باید در ۵ پست بازیکن بگیرد تا خود را به خوبی ترمیم و تقویت کند.  ,sport
 وستهم با عبور از سد لسترسیتی به صدر جدول لیگ برتر انگلیس صعود کرد.  ,sport
 تیم فوتبال آث میلان در دیدار خارج از خانه مقابل سمپدوریا به برتری یک بر صفر دست یافت تا فصل جدید سری‌آ ایتالیا را با پیروزی آغاز کند.  ,sport
 تیم سویا بامداد سه‌شنبه و در هفته دوم لالیگا از سد ختافه گذشت و به صدر جدول رده‌بندی این رقابت‌ها صعود کرد.  ,sport
 عملکرد مناسب جوانان بوکس ایران در مسابقات قهرمانی رده‌های سنی آسیا با قطعی شدن چهار مدال دیگر، ادامه یافت.  ,sport
 اعضای تیم فوتبال پرسپولیس پس از تمرین سنگین امروز و با نظر کادر فنی، فردا (سه‌شنبه) را استراحت خواهند کرد.  ,sport
 مسوولان باشگاه پرسپولیس در نشستی طولانی‌مدت در جلسه استماع دفاع خود در پرونده شکایت النصر حاضر شدند تا ابهامات این پرونده را برطرف کنند.  ,sport
 دروازه‌بان تیم فوتبال استقلال گفت: به‌خاطر پوشیدن شماره یک استقلال خیلی تلاش کردم و آن‌را به سادگی از دست نمی‌دهم.  ,sport
 باشگاه پرسپولیس اعلام کرد که نامه‌های ارسالی سرخپوشان به باشگاه سانتاکلارا درخصوص وضعیت «شهریار مغانلو» بی‌جواب مانده است و آنها همچنان در انتظار پاسخ نامه دوم…  ,sport
 بسته ورزشی ایرنا را در اولین روز از شهریورماه ۱۴۰۰ را دنبال کنید.  ,sport
 باشگاه استقلال برای انتقال «مهدی قایدی» به باشگاه الاهلی امارات قراردادی به ارزش یک میلیون و ۸۰۰ هزار دلار منعقد کرد؛ قراردادی که گران‌ترین انتقال تاریخ فوتبال…  ,sport
 مدیرعامل باشگاه تراکتور با اعلام اینکه تا ۱۰ روز آینده پنجره نقل و انتقالات تیم فوتبال را باز خواهیم کرد، گفت: به دنبال بازیکنان مد نظر خود هستیم.  ,sport
 با انتخاب یوسف کاظمی در تیم ملی والیبال نوجوانان ایران، استان فارس پس از  سه سال صاحب یک بازیکن ملی پوش شد تا قدر استعدادهای این استان به ویژه درپایه هابهتردانسته…  ,sport
 نخستین روز مسابقات دو و میدانی قهرمانی ناشنوایان جهان در لهستان، امروز(دوشنبه) درحالی پیگیری شد که ۲ دونده ناشنوای ایران در ماده ۱۰۰ متر به نیمه‌نهایی صعود کردند.  ,sport
 رییس هیات مدیره باشگاه پرسپولیس گفت: وزارت ورزش و جوانان سقف قرارداد برای جذب بازیکنان را تعیین می‌کند.  ,sport
 نخستین دیدار تدارکاتی تیم‌های ملی فوتبال زنان ایران و ازبکستان با برتری میزبان به پایان رسید.  ,sport
 پیشکسوت باشگاه استقلال گفت: چرا برای انتخاب سرپرست نباید میان سرمربی و مدیرعامل هماهنگی برقرار باشد؟ شاید مجیدی از این انتخاب بی خبر بوده است.  ,sport
 «جواد زرینچه» ساعتی پس از انتصاب به عنوان سرپرست جدید تیم فوتبال استقلال از این سمت استعفا کرد.  ,sport
 «محمدرضا آزادی» بازیکن باشگاه پانتولیکوس یونان با عقد قراردادی دو ساله به طور رسمی با باشگاه استقلال قرارداد همکاری امضا کرد.  ,sport
 «سید حسین حسینی» که برای تمدید قرارداد با استقلال به توافق رسیده بود، با حضور در دفتر باشگاه استقلال قراردادش را به طور رسمی امضا کرد.  ,sport
 «عارف غلامی» که در دیدار استقلال برابر پرسپولیس در یک چهارم نهایی جام حذفی از ناحیه رباط صلیبی دچار پارگی شد امروز در قطر زیر تیغ جراحی رفت.  ,sport
 درحالی که تارنمای رسمی باشگاه استقلال اعلام کرد که جواد زرینچه به عنوان سرپرست جدید این تیم منصوب شده است، پیشکسوت آبی‌پوشان در گفت‌وگو با خبرنگاران از تایید…  ,sport
 سرپرست کاروان ورزشی ایران با اشاره به حضور ورزشکاران ایرانی در مراسم افتتاحیه پارالمپک توکیو گفت: تمام ۵۲ ورزشکار ایرانی حاضر در توکیو در این مراسم حضور خواهند…  ,sport
 «لیونل مسی» می‌تواند رکورد تاریخی دیگری را در ماه سپتامبر(شهریورماه) شکسته و به نام خود ثبت کند.  ,sport
 باشگاه استقلال در بیانیه‌ای اعلام کرد: «مهدی قایدی» در گران‌ترین انتقال تاریخ فوتبال ایران از تیمی ایرانی به باشگاهی خارجی، راهی شباب الاهلی امارات شد.  ,sport
 برخلاف اعلام برخی رسانه‌ها پنجره نقل و انتقالاتی باشگاه فولاد خوزستان همچنان بسته است.  ,sport
 جمعی از جوانان، قهرمانان، المپین ها، خبرگان، کارشناسان و متخصصین ورزش کشور با ارسال نامه‌ای به نمایندگان مجلس شورای اسلامی خواستار اعتماد به گزینه پیشنهادی برای…  ,sport
 مجمع ملی خیرین ازدواج کشور در بیانیه‌ای از سید حمید سجادی وزیر پیشنهادی دولت سیزدهم برای وزارت ورزش و جوانان حمایت کرد و خواستار رای قاطع مجلس شورای اسلامی…  ,sport
 تیم داوری فوتبال ایران قرار است یکی از دیدارهای مرحله یک هشتم نهایی لیگ قهرمانان فوتبال آسیا را قضاوت کند.  ,sport
 مهدی قایدی به صورت رسمی با باشگاه شباب الاهلی امارات قرارداد بست.  ,sport
 «جواد زرینچه» به عنوان سرپرست جدید تیم فوتبال استقلال منصوب شد.  ,sport
 استقلال، روزهای سرنوشت‌ساز را پیش روی خود دارد و باید دید آنها در نهایت برنده فصل نقل و انتقالات خواهند شد یا جزو متضررین می‌شوند.  ,sport
 هافبک سابق پرسپولیس گفت: دوست داشتم در پرسپولیس بمانم اما نخواستند.  ,sport
 مدیر کل ورزش و جوانان سیستان و بلوچستان گفت: همزمان با هفته دولت ۲۷ طرح ورزشی با اعتبار ۶ میلیارد و ۶۴۰ میلیون تومان در این استان افتتاح می‌شود.  ,sport
 هافبک جوان تیم فوتبال پرسپولیس قراردادش را با این باشگاه فسخ کرد.  ,sport
 هافبک تیم فوتبال استقلال گفت: برای رسیدن به موفقیت و قهرمانی شاکله تیم باید حفظ شود.  ,sport
 مدیرکل ورزش و جوانان استان همدان گفت که کشتی استان در حال بازگشت به روزهای اوج خود است و از اکنون برای درخشش کشتی گیران همدانی در المپیک ۲۰۲۴ پاریس برنامه ریزی…  ,sport
 باشگاه پرسپولیس در شرایطی در آستانه جذب هافبک سابق تراکتور قرار دارد که گل محمدی تاکید دارد تا نفرات مدنظرش هر چه زودتر به ترکیب تیم اضافه شوند.  ,sport
"    بوشهربوشهر-ایرنا- "" ایمان رزاقی راد"" به عنوان سرمربی جدید تیم فوتبال لیگ یکی پارس جنوبی جم قرارداد رسمی خود را با این باشگاه امضا کرد.  ",sport
 «مهدی قایدی» بازیکن تیم فوتبال استقلال با انتشار پستی در فضای مجازی از هواداران این تیم خداحافظی کرد.  ,sport
 مرحله سوم اردوی آمادگی تیم ملی هاکی زنان ایران در دانشگاه علوم تحقیقات تهران آغاز شد.  ,sport
 نایب رییس باشگاه یوونتوس گفت: داستان‌های تخیلی در مورد رونالدو نسازید. او با نظر سرمربی در ترکیب اصلی قرار نداشت.  ,sport
 استاندار همدان با اشاره به اینکه موفقیت «مهدی حاجیلوییان» در رقابت های جهانی روسیه اقتدار کشتی همدان را بار دیگر در دنیا ثابت و طنین‌ انداز کرد، گفت: کشتی همدان…  ,sport
 فیلم مستند «آیدین» که روایتی از زندگی بازیکن فقید بسکتبال ایران با صدای پرویز پرستویی است، از ۲ شهریور ماه در سینماهای «هنر و تجربه» اکران خواهد شد.  ,sport
 باشگاه پرسپولیس این روزها در حالی نقل و انتقالات را دنبال می کند که به نظر می رسد امروز نیز یک بازیکن جدید دیگر به جمع سرخپوشان اضافه شود.  ,sport
 مدیرکل ورزش و جوانان استان همدان گفت: «حمید سجادی» فرد پیشنهادی رییس جمهوری برای وزارت ورزش و جوانان چهره ای شناخته شده و متخصص در حوزه ورزش است که انتظار می…  ,sport
