Text,Title
    مجلستهران-ایرنا- نماینده مخالف محرابیان وزیر پیشنهادی نیرو، گفت: میان مدیر ضد فساد با مدیری که اهل فساد نیست تفاوت است، بنابراین انتظار داریم تک تک وزرای دولت آیت الله رییسی ضد…  ,economy
    مازندران ساری – ایرنا – همزمان با دومین روز از هفته دولت امروز چهارشنبه ۱۲ طرح در چهار شهرستان سوادکوه شمالی ، سوادکوه ، جویبار و قائمشهر استان مازندران افتتاح و کلنگ زنی شده است.  ,economy
 معاون فنی امور گمرکی گمرک ایران گفت: در دو هفته اخیر ۴.۹ میلیون یورو سرم تزریقی وارد کشور شده است.  ,economy
 معاون امور بندری سازمان بنادر و دریانوردی گفت: ۲۴ کشتی حامل کالای اساسی در حال تخلیه بار و ۲۵ فروند شناور در لنگرگاه منتظر تخلیه بار هستند.  ,economy
    ارتباطات بیش از یک‌ هزار هیأت مذهبی با ارسال نامه‌ای از همراه‌اول قدردانی کردند.  ,economy
 رییس کمیسیون عمران مجلس شورای اسلامی گفت: وزیر پیشنهادی نیرو در گذشته وزیر صنایع و معادن بوده و به صورت ریشه‌ای با صنعت و تولید آشنا است از همین رو در زمینه…  ,economy
 قائم مقام وزیر صنعت، معدن و تجارت گفت: تجربه علمی و عملی وزیر پیشنهادی اقتصادی و دارایی در حوزه اقتصادی می‌تواند سرعت اجرای اصلاحات اقتصادی را افزایش دهد.  ,economy
 وزیر تعاون، کار و رفاه اجتماعی گفت: با پرهیز از تنگ‌نظری و با اتکا به رویکرد مهم شفافیت بعنوان یکی از مؤلفه‌های مهم حکمرانی مطلوب و تقویت نظارت مردمی از طریق…  ,economy
 سخنگوی گمرک گفت: روند تجارت بین ایران و افغانستان که طی یک ماه و نیم گذشته به کندی انجام می‌شد، تقریباً به حالت عادی بازگشته است.  ,economy
 شاخص کل در بازار بورس امروز (چهارشنبه، ۳ شهریورماه) ۶ هزار و ۶۷۲ واحد افزایش داشت که در نهایت شاخص در کانال یک میلیون و ۵۵۰ هزار واحدی به رشد خود ادامه داد.  ,economy
 عضو هیات رییسه کمیسیون انرژی مجلس شورای اسلامی در موافقت با وزیر پیشنهادی نیرو گفت: محرابیان اهل تعامل و مشورت است و در بحرانی‌ترین شرایط جرات کرد مسوولیت وزارت…  ,economy
 صاحبان شناورهای باری حامل کالای ملوانی و تجاری در بندر دیلم استان بوشهر می‌گویند: به علت اجرای طرح ساماندهی شناروها، هم اکنون اجازه ورود به داخل خور (آبراه)…  ,economy
 نماینده مخالف وزیر پیشنهادی نیرو علت قطعی برق را مدیریت ناکارآمد عنوان کرد وگفت: وزیر پیشنهادی نیرو برای قطع نشدن برق و مدیریت آن در زمستان و تابستان پیش رو…  ,economy
 قیمت هر قطعه سکه تمام بهار آزادی طرح جدید امروز (چهارشنبه، ۳ شهریورماه) در بازار تهران با کاهش ۱۰۰ هزار تومانی نسبت به روز گذشته به رقم ۱۲ میلیون و ۱۵۰ هزار…  ,economy
 معاون توسعه اشتغال اجتماع‌محور بنیاد برکت گفت: تا پایان سال جاری ۲ هزار و ۵۰۰ طرح اشتغال‌زایی از طریق آزادکاری (فریلنسینگ) در مناطق محروم و کمتر توسعه یافته…  ,economy
 نرخ دلار در صرافی‌های بانکی امروز (چهارشنبه، ۳ شهریورماه) با ۲۱۶ تومان افزایش در مقایسه با روز گذشته به ۲۷ هزار و ۲۲۹ تومان رسید.  ,economy
    ارتباطات همراه اول در مراسمی از مدال‌آوران کشتی آزاد و فرنگی در المپیک قدردانی کرد.  ,economy
 معاون اول رییس جمهوری گفت: ذخیره کالاهای اساسی در کشور به نقطه مطمئن و خوبی رسیده است.  ,economy
 انجمن جهانی فولاد از رشد ۱۲.۴ درصدی تولید فولاد خام جهان در هفت ماهه ابتدایی سال جاری میلادی خبر داد، همچنین تولید این محصول در ایران ۹.۹ درصد افزایش یافت.  ,economy
 معاون وزیر صنعت، معدن و تجارت گفت: تامین هر مگاوات برق در شهرک‌های صنعتی سه میلیارد تومان هزینه دارد، اما اگر به سمت استفاده از انرژی‌های نوین، خورشیدی یا CHP…  ,economy
 مدیرکل تعاون، کار و رفاه اجتماعی استان مرکزی گفت: تسهیلات مشاغل خانگی امسال این استان با هفت برابر افزایش ابلاغ ابلاغ شد.  ,economy
 عضو کمیسیون اجتماعی مجلس در رابطه توانایی وزیر پیشنهادی نفت و آشنایی سیدجواد اوجی با حوزه وزارت نفت،  گفت: اوجی در سازمان‌ها و نهادهای دولتی و بخش خصوصی مرتبط…  ,economy
 مجری طرح‌ نیروگاه‌های خصوصی شرکت مادرتخصصی تولید نیروی برق حرارتی ایران گفت: بهره‌برداری تجاری نخستین نیروگاه کلاس F تک‌محور بخش خصوصی در کشور آغاز شد.  ,economy
 مقدار ۵۰۰ تن انواع سرم دارویی که به عنوان اموال متروکه به سازمان «جمع‌آوری و فروش اموال تملیکی» اعلام شده به دلیل پایان تاریخ انقضای مصرف در مراحل قانونی برای…  ,economy
    بانک و بیمهبانک ایران زمین در راستای مدیریت فرهنگ ریسک و ایجاد شفافیت درفضای تصمیم‌گیری برای مدیران آن،اقدام به راه اندازی و رونمایی از سامانه داشبورد مدیریت ریسک کرده است.  ,economy
 بررسی آمار گمرک جمهوری اسلامی ایران نشان می‌دهد که تحریم‌های یکجانبه جمهوری اسلامی ایران، بیش از هر کشوری به برخی شرکای شرقی ایران نظیر کره جنوبی آسیب زد و…  ,economy
 وزیر پیشنهادی نفت با بیان اینکه بازارهای جدید نفت را شناسایی خواهیم کرد که نیازمند اصلاح بودجه ۱۴۰۰ است، گفت: با اراده برای فروش و استفاده از ظرفیت وزارت نفت…  ,economy
مدیر مخابرات منطقه یزد گفت: همزمان با هفته دولت( دوم تا هشتم شهریورماه)، ۹۶ طرح ارتباطات و تلفن همراه اول با ۳۵۲ میلیارد ریال سرمایه گذاری در این استان به بهره…  ,economy
 نایب رییس اول کمیسیون اجتماعی مجلس شورای اسلامی، تحول در ساختار سازمانی وزارتخانه و بهبود فروش نفت را از جمله تعهدات قابل اجرای وزیر پیشنهادی نفت عنوان کرد.  ,economy
 نماینده مردم بوکان در مجلس یازدهم، وزیر پیشنهادی نفت را فردی توانمند، شجاع و بصیر و آگاه توصیف کرد و گفت: اوجی از بدنه صنعت نفت و آشنا با مسائل حوزه نفت و انرژی…  ,economy
 ایران‌خودرو فردا (پنجشنبه، چهارم شهریورماه) بیست و یکمین مرحله فروش فوق‌العاده خود را با عرضه سه محصول رانا پلاس،‌ دناپلاس توربوشارژ اتوماتیک و پژو پارس بنزینی…  ,economy
 نماینده مردم خمینی شهر در مجلس شورای اسلامی، گفت: از وزیر پیشنهادی نفت می‌خواهم برای کسب اعتماد به کسی که قرار است یکی از عرصه‌های ثروت کشور را به دست او بسپارند…  ,economy
    مجلستهران-ایرنا- نماینده مردم لارستان در مجلس شورای اسلامی گفت: وزیر پیشنهادی نفت از بدنه وزارت نفت است و نقطه قوت وی در این است که در بخش‌های مختلف حوزه نفت کار کرده است.  ,economy
 کمیسیون صنایع و معادن مجلس شورای اسلامی صلاحیت و برنامه‌های جواد اوجی وزیر پیشنهادی نفت را تایید کرد.  ,economy
 نماینده مردم نیشابور و فیروزه با بیان اینکه ادغام وزارتخانه‌های نفت و نیرو یک چالش و ابر چالش پرداخته شده در همه دولت‌ها بوده است، گفت: بعد از روی کار آمدن دولت،…  ,economy
    ارتباطاتایرانسل امکان فعال‌سازی بسته‌های اینترنت، از طریق کیف پول دیجیتال را علاوه بر اندرویدی‌ها، برای کاربران سیستم‌عامل iOS هم فراهم کرد. مشترکان ایرانسل می‌توانند با خرید بستۀ…  ,economy
 عضو کمیسیون صنایع و معادن مجلس گفت: تجربه وزیر پیشنهادی نفت در حوزه گاز است اما مسئله و اولویت اصلی وزارت نفت بحث تجارت و فروش نفت و بازگشت ارز آن به کشور در…  ,economy
 بانک مرکزی امروز (چهار شنبه، ۳ شهریور ماه) نرخ رسمی ۴۶ ارز عمده و اصلی را اعلام کرد که براساس آن نرخ ۸ارز کاهش، ۲۸ ارز افزایش یافت. همچنین نرخ ۱۰ ارز ثابت ماند.  ,economy
    همدانهمدان-ایرنا- مدیرکل بنیاد مسکن استان همدان گفت:سه هزار واحد مسکونی روستایی با زیربنای ۲۰۸ هزار متر مربع و اعتبار پنج هزار و ۲۰۰ میلیارد ریال در سطح استان احداث و بهره برداری…  ,economy
 رییس خانه معدن ایران گفت: به‌طور حتم معرفی و حضور آخرین دستاوردها و یافته‌ها در بخش معدن ایران توسط نخبگان و خبرگان این صنعت، نتایج مطلوبی را برای اقتصاد معدنی…  ,economy
" عضو ناظر مجلس در شورای عالی بورس با بیان اینکه امیدواریم با حضور ""سید احسان خاندوزی"" به عنوان وزیر اقتصادی و دارایی شاهد شروع رشد مطلوب و منطقی شاخص بورس باشیم،…  ",economy
    بانک و بیمهقراراست بانک ایران زمین با اجرای کامل پلتفرم بانکداری دیجیتال خود تحول بزرگی در بانکداری کشور ایجاد کند تا از بعد از این نقش و حضور بانکداری سنتی مبتنی بر حضور فیزیکی در مبادلات…  ,economy
 سخنگوی کمیسیون انرژی مجلس شورای اسلامی، صلاحیت و برنامه‌های وزیر پیشنهادی نفت را تایید و منطبق با اسناد بالادستی برشمرد.  ,economy
 نایب رئیس کمیسیون انرژی اتاق بازرگانی ایران گفت: برای آنکه چالش های وزارت نیرو حل شود، ضرورت دارد که وزرات نیرو با بخش خصوصی و فعالان اقتصادی تعامل داشته باشد…  ,economy
 بر اساس برنامه‌های اعلام شده از سوی «جواد اوجی»، وزیر نفت پیشنهادی دولت سیزدهم، به تجارت نفت، فرآورده‌های نفتی، گاز و محصولات پتروشیمی در سال‌های آینده توجه…  ,economy
 دادستان عمومی و انقلاب رفسنجان از فعال شدن شعبه ویژه رسیدگی به جرم سرقت پسته در آستانه فرارسیدن فصل برداشت این محصول شهرستان خبر داد و گفت: سرقت پسته، برای…  ,economy
 یک فعال اقتصادی حوزه صنعت دارو گفت: گزینه پیشنهادی وزارت صنعت، معدن و تجارت معتقد است که بخش‌های دولتی باید رفیق بخش‌های خصوصی بوده و در پروژه‌هایی ورود کنند…  ,economy
    اقتصاد کلانتهران-ایرنا- شرایط کنونی اقتصاد کشور و کسری بودجه باعث شده که بازنگری و اصلاح بودجه سال ۱۴۰۰ در دستور کار قرار گیرد؛ این اقدام باید همزمان با اصلاح ساختاری و بنیادی نظام بودجه…  ,economy
    مازندران ساری – ایرنا – فرماندار جویبار با اظهار این که همزمان با هفته دولت ۲۳ طرح عمرانی و خدماتی با اعتباری حدود ۲۳ میلیارد و ۳۰۰ میلیون تومان در این شهرستان به بهره برداری می رسد،…  ,economy
 همزمان با آغاز هفته دولت خط تولید تفتان ماسک، ماسک سه لایه پزشکی با حضور معاون علمی و فناوری رییس جمهوری، استاندار سیستان و بلوچستان، مسوولان دانشگاه علوم پزشکی…  ,economy
 رییس پژوهشگاه بیوتکنولوژی کشاورزی، تنها راه برای برون رفت از محدودیت‌های اقلیمی ایران را ورود و توسعه هرچه بیشتر علم و فناوری و کاربردی کردن فناوری‌های نوین…  ,economy
 هفتمین جلسه علنی مجلس شورای اسلامی برای بررسی صلاحیت وزرای پیشنهادی در حالی از صبح امروز آغاز شد که از بین وزرای اقتصادی، سیدرضا فاطمی امین وزیر پیشنهادی صنعت،…  ,economy
 اولین پژوهشکده تحقیقات صنعت هوایی و هوانوردی در کشور با موافقت شورای گسترش و برنامه‌ریزی آموزش عالی تاسیس شد.  ,economy
 در تیرماه امسال بیش از ۳ میلیارد و ۳۷۶ میلیون تراکنش انجام شده که حدود ۹۰ درصد از کل این تراکنش‌ها از طریق کارتخوان‌های فروشگاهی بوده است.  ,economy
 بر اساس اعلام بانک مرکزی امروز (سه‌شنبه، ۲ شهریورماه) ۲۲۰ میلیون دلار با میانگین موزون نرخ دلاری معاملات ۲۲ هزار و ۹۰۱ تومان در سامانه نیما معامله شد.  ,economy
 معاون رییس جمهوری و رییس سازمان برنامه و بودجه با بیان اینکه در طول هشت سال گذشته ۲ هزار و ۷۰۰ هزار میلیارد تومان بودجه هزینه شده است، گفت: آیا ما توانسته‌ایم…  ,economy
 مدیر عامل سازمان مرکزی تعاون روستایی از پرداخت مطالبات سیب‌زمینی کاران استان گلستان خبر داد و گفت: ۵ هزار و ۷۰۰ تن سیب زمینی طی ۷۰۷ محموله از کشاورزان این استان…  ,economy
 فرمانداران آزادشهر و رامیان در شرق استان گلستان گفتند که با افتتاح یا آغاز عملیات اجرایی ۲۲۱ پروژه عمرانی، تولیدی، اقتصادی و اشتغالزا در این ۲ شهرستان…  ,economy
 مدیر تحقیق و توسعه شرکت بورس تهران گفت: سرمایه‌گذاران تازه وارد و افرادی که دانش و وقت کافی برای سرمایه‌گذاری در بازار سرمایه را ندارند، می‌توانند از طریق…  ,economy
 معاون موسسه تحقیقات ثبت و گواهی بذر و نهال اعلام کرد: ایران با تولید سالانه حدود ۱۴ میلیون عدد ریزغده سیب‌زمینی سالم و گواهی شده، علاوه بر تامین نیاز داخلی به…  ,economy
 یک کارشناس صنعت فولاد گفت: گزینه پیشنهادی رییس جمهوری برای تصدی وزارت صنعت، معدن و تجارت با توجه به سوابق حضور در وزارت صنایع و معادن، دردآشنای صنایع است که…  ,economy
 رییس سازمان چای کشور گفت: افزایش ۲۵ درصدی تولید چای در کشور نشان‌دهنده کشش بازار به تولید این محصول و افزایش اقبال عمومی به چای ایرانی است.  ,economy
 رییس سازمان جنگل‌ها، مراتع و آبخیزداری گفت: این سازمان نسبت به همه کسانی که در راه حفظ منابع طبیعی و بویژه اطفای حریق جنگل‌ها و مراتع آسیب دیده و یا جان خود…  ,economy
 براساس اعلام بانک مرکزی در پنج ماه ابتدایی امسال حدود ۹ میلیارد و ۶۰۰ میلیون دلار در سامانه نیما معامله شد.    ,economy
 ٨ دستگاه ماینر غیرمجاز که در یکی از مناطق قم مورد استفاده قرار گرفته بود، صبح امروز کشف و جمع آوری شد.  ,economy
 وزیر نیرو در پیام خداحافظی خود خطاب به همکاران صنعت آب و برق نوشت: نیل به اهداف و دستاوردهای ارزشمند که می‌تواند زمینه‌ساز توفیق بیشتر در سال‌های آینده باشد،…  ,economy
 مدیر عامل شرکت مدیریت شبکه برق ایران گفت: برق کوپنی نخواهد شد و انتشار چنین خبری دور از واقعیت است.  ,economy
 سازمان نظام مهندسی معدن ایران در نامه‌ای خطاب به نمایندگان مجلس شورای اسلامی حمایت خود را از «سیدرضا فاطمی‌امین» گزینه پیشنهادی تصدی وزارت صنعت، معدن و تجارت…  ,economy
 رئیس پلیس پیشگیری نیروی انتظامی سرهنگ سید نورالدین حسینی را به عنوان فرمانده جدید یگان حفاظت گمرک کشور منصوب کرد.  ,economy
 سخنگوی سازمان هواپیمایی کشوری ادعای مربوط به هواپیمای ربوده شده اوکراینی را تکذیب و جزییاتی از دو پرواز شرکت هواپیمایی «کام ایر» (متعلق به افغانستان) را منتشر…  ,economy
 «رستم قاسمی» وزیر پیشنهادی راه و شهرسازی برنامه خود برای بخش مسکن را در ۱۴ محور ارائه کرد که در آن بر حل مشکل ناکافی‌بودن زمین‌های در اختیار وزارت راه و شهرسازی…  ,economy
 دبیر هجدهمین کنفرانس بین‌المللی انجمن رمز ایران گفت: امنیت در شبکه ملی اطلاعات کشور روزهای دهم و یازدهم شهریور امسال با حضور مسوولان و کارشناسان در این رویداد…  ,economy
 وزیر میراث فرهنگی، گردشگری و صنایع دستی در نامه‌های جداگانه به استاندار خراسان رضوی، مراتب ثبت ملی ۱۴ درخت کهنسال و یک پدیده زمین شناختی در فهرست میراث طبیعی…  ,economy
 شاخص کل در بازار بورس امروز (‌سه‌شنبه، ۲ شهریورماه) ۲۷ هزار و ۵۵۳ واحد رشد داشت که در نهایت شاخص در کانال یک میلیون و ۵۴۳ هزار واحد تداوم یافت.  ,economy
 رییس اتحادیه مرکزی میوه و تره‌بار تهران روند قیمت هویج در بازار را کاهشی عنوان کرد و گفت: نرخ هرکیلو هویج بین ۱۳ تا ۱۷ هزارتومان رسیده است.  ,economy
 مدیرعامل گروه صنعتی مپنا گفت: تداوم روند کنونی مصرف و بی ارزش تلقی کردن انرژی، احتمال خاموشی برق در زمستان را به دلیل کمبود سوخت تقویت خواهد کرد.  ,economy
 مدیرعامل شرکت مدیریت شبکه برق ایران گفت: هفته گذشته باشناسایی و جمع‌آوری بیش از ۱۴۷ مرکز غیرمجاز استخراج رمز ارز یک هزار و ۳۰۰دستگاه ماینر جمع‌آوری شد.  ,economy
 قیمت هر قطعه سکه تمام بهار آزادی طرح جدید امروز (سه شنبه، ۲ شهریورماه) در بازار تهران با افزایش ۲۰۰ هزار تومانی نسبت به روز گذشته به رقم ۱۲ میلیون و ۲۵۰ هزار…  ,economy
 رئیس سازمان جهاد کشاورزی استان سمنان گفت: بهره‌برداری ۴۳ طرح عمرانی و تولیدی بخش کشاورزی همزمان با هفته دولت یکهزار و ۱۹۲ شغل جدید ایجاد می‌کند.  ,economy
 نرخ دلار در صرافی‌های بانکی امروز (سه شنبه، ۲ شهریورماه) با ۱۵۱ تومان افزایش در مقایسه با روز گذشته به ۲۷ هزار و ۱۳ تومان رسید.  ,economy
 انجمن بانکداری چین در گزارشی اعلام کرد، سهم یوان یا «رنمینبی» به عنوان ارز چین در پرداخت های برون مرزی در سال ۲۰۲۰ میلادی با ثبت رکورد جدیدی به بالاترین حد خود…  ,economy
 مدیرعامل سازمان مرکزی تعاون روستایی ایران از عرضه زعفران خرید حمایتی سال ۱۳۹۹ در بورس کالا خبر داد و گفت: این سازمان با همه توان از تولیدکنندگان زعفران حمایت…  ,economy
 سخنگوی سازمان هواپیمایی کشوری ادعای ربایش هواپیمای اوکراینی را تکذیب و اعلام کرد: مستندات حرکت این هواپیما از فرودگاه مشهد و فرود آن در فرودگاه «کی یف» را منتشر…  ,economy
 شاخص بورس بعد از نوسانات شدیدی که در بازار تجربه کرد از حدود دو ماه گذشته رنگ آرامش به خود گرفت که در ادامه این روند، معاملات بازار سهام در مردادماه و تحت تاثیر کاهش…  ,economy
 رئیس سازمان، صنعت، معدن و تجارت استان سمنان گفت: افتتاح ۲۱ طرح صنعتی و معدنی این استان به مناسبت هفته دولت برای یکهزار و ۵۰۰ نفر اشغالزایی به همراه دارد.  ,economy
 مشاور تجارت بین‌الملل دبیر شورای‌عالی مناطق آزاد و ویژه اقتصادی با اشاره به این‌که پیش‌بینی می‌شود نزدیک به ۲۵ میلیون نفر از رویداد اکسپو ۲۰۲۰ بازدید کنند، گفت:…  ,economy
 مدیرعامل شرکت خدمات حمایتی کشاورزی اعلام‌کرد: این شرکت با ذخیره مناسب و کافی مقدار ۴۵۰ هزار تن انواع کودهای یارانه‌ای در مناطق مختلف کشور به استقبال کشت پاییزه…  ,economy
 براساس اعلام بانک مرکزی از ۱۰ مرداد ماه امسال، دسته چک جدید به اشخاص حقوقی که ۸۰ درصد چک‌های صادر شده آنها در سامانه صیاد ثبت شود، تعلق می‌گیرد.    ,economy
 معاون هماهنگی امور اقتصادی استانداری همدان از مانع زدایی۲ واحد صنعتی و تولیدی این استان خبر داد و گفت: این واحدها در مسیر فعالیت خود با موانعی مواجه بودند که…  ,economy
" نماینده مردم شهرستان گنبدکاووس در مجلس شورای اسلامی با اشاره به برنامه‌های ارائه شده از سوی""سیداحسان خاندوزی"" وزیر پیشنهادی امور اقتصادی و دارایی گفت: دانش،…  ",economy
 شک نکنید آن دزد هم رنج می‌کشد، جانش را هم دانسته یا ندانسته به خطر می‌اندازد تا از دیوار یا پایه‌های برق خیابان بالا برود تا خواب و مال و آرامش مردم را بدزدد…  ,economy
 نماینده مردم نیشابور در مجلس شورای اسلامی گفت: قرار نیست تکلیف شرعی و قانونی عصاره فضایل ملت مجلس در راس امور فدای رفاقت و هم خطی سیاسی و مصلحت های آینده نگرانه…  ,economy
 مشاور اجرایی مدیرعامل شرکت فرودگاه‌ها گفت: فرودگاه مهرآباد به عنوان پرترافیک‌ترین فرودگاه کشور در تعطیلات ۵ روزه، کاهش ۲۷ درصدی نشست و برخاست و ۲۹ درصدی اعزام…  ,economy
 بانک مرکزی با هدف جذب نقدینگی، اقدام به بازخرید معکوس ۶۶ هزار و ۸۰۰ میلیارد ریال اوراق کرد.  ,economy
 عضو هیات رییسه کمیسیون انرژی مجلس گفت: وزیر پیشنهادی نیرو، مدیر جهادی و انقلابی است و با توجه به سابقه‌ای که در بخش صنعت و معدن داشته می‌تواند با اجرای برنامه‌های…  ,economy
 وزیر پیشنهادی صنعت، معدن وتجارت با بیان اینکه تورم بیماری مزمن اقتصاد ایران است، گفت: در سال ۱۴۰۲ تورم به نصف سال ۹۹ رسیده و سپس به سمت تک رقمی شدن می‌رود.  ,economy
 عضو کمیسیون اجتماعی مجلس شورای اسلامی در موافقت با وزیر پیشنهادی صنعت، معدن و تجارت، برنامه‌های او را جامع و مطابق اسناد بالادستی عنوان کرد و گفت: فاطمی امین…  ,economy
 سازمان هواشناسی اعلام کرد: برای آخر هفته، در تهران و اکثر مناطق کشور، جوی پایدار و آرام را شاهد خواهیم بود.  ,economy
 نایب رییس اول کمیسیون تدوین آیین‌نامه داخلی مجلس عملکرد وزیر پیشنهادی صمت در بهبود خودروهای فرسوده و دوگانه سوز را ستود و ایده‌های وی را سبب پیشرفت این حوزه…  ,economy
 رییس سازمان جهاد کشاورزی خراسان جنوبی گفت: کشت پیاز زعفران تا پایان شهریور در استان ادامه دارد و در این مدت بیش از ۳۰۰ هکتار به سطح زیرکشت این محصول افزوده…  ,economy
 نایب رییس کمیسیون اقتصادی مجلس گفت: برنامه‌های آقای فاطمی امین در ارتباط با فرمایشات مقام معظم رهبری در خصوص سیاست‌های کلی صنعت مبنی بر افزایش رقابت پذیری…  ,economy
 عضو کمیسیون کشاورزی، آب و منابع طبیعی مجلس یازدهم، ایجاد ساز و کار برای صادرات، خودکفا کردن نهادهای دامی و فعال کردن حدنگار یا همان سنددار کردن زمین‌های کشاورزی…  ,economy
 نماینده مردم گرمسار، آرادان و ایوانکی گفت: وزارت صمت مرد میدان می‌خواهد اما امروز فردی به مجلس معرفی شده که برای تامین کالاهای اساسی مردم، تنظیم بازار و کنترل…  ,economy
    ارتباطات اولین جشنواره دانشگاه تهران دیجیتال امروز با حمایت همراه اول آغازبه‌کار می‌کند.  ,economy
 سخنگوی کمیسیون اقتصادی گفت: با توجه به برنامه‌های مکتوب ارائه شده سوابق علمی و اجرایی به استماع توضیحات و پاسخ‌های ارائه شده از سوی وزیر پیشنهادی، اعضای کمیسیون…  ,economy
    خراسان شمالی بجنورد-ایرنا- عضو هیات رییسه مجمع ملی خبرگان کشاورزی ایران گفت: سیدجواد ساداتی نژاد وزیر پیشنهادی دولت برای تصدی وزرات جهاد کشاورزی برنامه‌های خوبی برای حل مشکلات این وزارتخانه…  ,economy
 عضو هیات نمایندگان اتاق بازرگانی ایران با اشاره به اینکه همراهی وزیر پیشنهادی صنعت ، معدن و تجارت در حمایت از بخش خصوصی ملاک خوبی برای رای اعتماد مجلس است گفت:…  ,economy
 سخنگوی کمیسیون صنایع و معادن مجلس، برنامه‌های وزیر پیشنهادی صنعت، معدن و تجارت را منطبق با اسناد بالادستی و مورد تایید این کمیسیون عنوان کرد.  ,economy
